Tension headache	784
swelling	777
dislocations	769
left knee pain	763
left shoulder pain	760
Lack of Interest	759
Urinary urgency	746
low blood pressure	746
Allergies	739
Aura	729
Peeling skin	724
lethargy	723
Agitation	717
Restless legs	716
Poor Sleep	703
loose stool	702
Mental fog	701
Swollen glands	699
Worry	690
Increased appetite	690
Numbness fingers	684
Post-Exertional Malaise	683
Word confusion	679
Peripheral neuropathy	675
Inflammation	674
tingling	673
Flashbacks	670
burning feet	667
Weight loss	664
Digestive distress	663
Breathing pain	662
Period	658
Head Pressure	651
Muscle fatigue	651
Weight gain	646
right wrist pain	642
Feeling hopeless	640
Racing thoughts	638
Spotting	637
Forgetfulness	637
Dry eyes	637
Achiness	634
Trouble Sleeping	633
Restless leg syndrome	633
lack of focus	632
Calm	627
Joint swelling	625
Mouth ulcers	621
Binge eating	617
Tingling hands	615
Swollen ankles and/or swollen feet	609
sinus pain	603
Dizzyness	599
Bowel problems	597
mania	597
Sleep	597
TMJ pain	596
Hunger	595
Vaginal pain	592
Apathy	589
sciatica	582
Smell sensitivity	582
Flat affect	574
cramping	573
burning skin	571
itching face	570
ear pain	564
Allodynia	563
Fluctuating mood	563
Chest tightness	560
Menstruation	560
shakiness	556
Mucus in stool	553
Rectal bleeding	552
Head Pain	552
abdominal cramps	550
Hemorrhoids	550
Chills	547
temperature sensitivity	546
Joint weakness	546
Fibro fog	546
itchy eyes	546
Bone pain	540
Distended stomach	540
Sleep Length	538
Tingling in hand	534
pre-syncope 	532
Generalized pain	524
Numbness toes	521
Swollen throat	520
Allergy	518
Finger swelling	518
impaired cognition	517
Concentration	514
Unsteadiness	507
Swollen Fingers	505
left wrist pain	501
left hip pain	499
Easy bruising	498
Temperature Regulation	497
Low libido	491
Fecal incontinence	488
skin rashes	488
Guilt	485
Stuffy nose	485
Cold intolerance	484
Lack of energy	484
Asthma	484
Tingling in legs	480
Painful Bowel Movement	480
Blushing	479
Sweating	475
Bumps on skin	474
Dehydration	472
Neck and shoulder pain	469
difficulty waking up	468
Widespread Pain	462
appetite	462
Low grade fever	460
left elbow pain	459
clumsiness	459
Random isolated pain	459
Rhinitis	459
Seizures	456
Morning Stiffness	454
Skin Pain	452
Feeling unable to cope	451
Poor concentration	450
Overactive bladder	448
hand stiffness	447
Raynaud's	443
Heart Rate	441
left leg pain	438
Wheezing	437
Executive dysfunction	437
muscle soreness	437
Blurry Vision	436
right leg pain	435
GERD	435
scalp itching	434
Double vision	433
Lung Pain	431
Queasy stomach	424
Self-Loathing	424
Migraine aura	423
itchy	423
Allergic reaction	421
Earache	418
Sharp pains	415
Skin picking	415
Neuropathy 	414
Vision loss	413
Psoriasis	412
Mucus	412
Period Pain	412
Jaw Clenching	411
Eczema	409
Periods	408
Leg weakness	407
Inattention	406
Body pain	404
fast pulse	402
Aphasia	401
Bladder frequency	401
Distance/depth perception altered	400
Lymphadenopathy	400
pathogical lying	399
Onychophosis	398
Toothache	395
General Pain	394
Inability to regulate emotions	392
right elbow pain	391
Painful sleep	384
Restlessness	384
Muscle tension	382
right hand pain	381
right arm pain	376
Unable to Communicate	375
Spoon Count	375
photosensitivity	374
Swollen joints	372
Feet swelling	370
Neck tension	369
Bladder pain	367
Difficulty falling asleep	366
Ringing in ears	365
Skin sensitivity	365
tremors	364
Difficulty urinating	363
Itchy Face	363
Hemorrhoid	362
Hot flushes	362
Panic	361
Procrastination	361
Diarrhoea	360
Self-neglect	360
Arms Numb	357
right ankle pain	353
Eating problems	351
Air hunger	350
Happiness	347
Uncomfortable	342
malaise	341
SI Joint Pain	339
Flare ups	338
complusion	335
Butterfly rash	335
Leg cramps	334
Orthostatic Intolerance	332
Costochondritis	332
Meltdowns	331
Tension	330
Paranoia	327
Light Headed	322
Numbness in hands	322
OCD	321
Toe pain	320
ovarian pain	318
Excessive Daytime Sleepiness	318
Vision changes	316
Safety behaviours	316
Congestion	315
Leg swelling	314
Irritable bladder	312
Unsteady gait	310
Derealization	309
Forearm Tendon Pain	308
Hip pain left	308
Swollen eyes	307
Eye twitch	307
psychosis	307
slow reflexes	304
difficulty walking	303
adrenaline-chestsqueeze	302
Rapid heartbeat	302
Stomach ache	301
Falls	301
Shooting pain	300
Impulsivity	299
Elevated temperature	297
Fibromyalgia	297
SI Thoughts	297
hypoglycemia	297
Frequent bowel movements	295
Fear of social interaction	295
Numb fingers	294
Poor Balance	294
Lack of concentration	294
Lack of Appetite	294
Paresthesia	292
gas pain	290
sick	289
Overwhelmed	288
Urinary Incontinence	288
sweats	286
Eye strain	285
Muscle weakness 	284
sneezing	284
Sensivity-Skin	283
Distorted time sense	283
Hyopomania	281
Unable to Leave the House/fear	280
Depressed	280
Can't Get Myself together on Time	279
Thirst	279
PEM	278
Poor coordination	274
PTSD	273
Communication Difficulties	273
Facial Pain	272
Short term memory loss	271
Cold sore	270
psychopathy	269
painful urination	269
muscle pain 	268
feet pain	268
Nervy Nausea	267
Difficulty breathing	266
Fast Heart Rate	266
Difficulty sleeping	266
Esophageal Pain	263
adrenal surges	263
gastroparesis	263
burning hands	261
Altered mental status	261
left hand pain	259
bowel pain	258
hyperfocus	256
hot flush	256
Sinus	255
Sleep Paralysis	255
headache 	253
numbness hands	253
Loose joints	253
Energy Level	251
Tenesmus	249
Compulsive Behavior	248
Arthritis	247
arythymia	246
itchy privates	244
Daytime lie down	243
GI pain	243
sleep craving	242
Exhaustion 	242
post nasal drip	241
left foot pain	241
Postural hypotension	240
hand tremors	240
Sex drive	240
Post-nasal drip	239
Heel pain	239
anxiety 	239
Attention deficit	238
Numbness feet	238
Crash Day	238
Syncope	236
Achy	235
Right foot pain	235
Muscle pain arms	234
Hayfever	233
Off balance	232
INR	232
Muscle pain legs	232
Fibro Pain Shoulders Arms	230
Fibro Pain Legs	228
Chest pressure	228
Flaky scalp	226
sinus congestion	225
easy to anger	225
food cravings	225
Flatulence	224
STARTLE	224
slow	224
"Incontinence,
  urine"	224
Hip stiffness	224
Sleep Quality	223
Feeling worthless	222
nausea 	221
edema	221
Difficulty swallowing	220
Hand swelling	220
Hours Worked	219
Urinary Frequency	217
bloated	216
blood pooling	216
grogginess	216
Ovary Pain	215
Full body pain	215
Cold nose	214
Anxiety attack	213
Jittery	213
Feeling hot	213
left side low back pain	213
Unable to support head	213
Sinus Drainage	212
brain fog 	212
Hand arthritis	212
numbness/tingling in leg & foot	212
Bladder spasms	212
Hyperactivity	210
Passing Blood	209
high blood pressure	209
Ear ache	209
blood in stool	209
Bowel incontinence	209
Breast tenderness	208
Indigestion	208
Stomach ulcer pain	207
joint pain 	207
general anxiety	207
Altered Sleep Schedule	206
vivid dreams	206
breathlessness	206
Hearing loss	205
Heat sensitivity	203
Falling asleep	203
frustration	202
Ovulation	202
Rectal pain	201
Pain level	201
Nervousness	200
under weather	199
left ankle pain	199
numb hands	199
Cluster Headache	199
Drowsiness	199
e - silence	198
sleep drunk	197
bowel mucous	197
Sugar craving	197
Heart Pain	197
Teary	196
proprioception issues	196
Feet Numb	195
Burning eyes	194
Urge incontinence	193
Warm Sensation - Left Side of Head	191
Groin pain	190
sore joints	190
Skin rash	190
Grey out	190
Poor Appetite	189
Menorrhagia	189
Dysphoria	188
Hip pain right	188
urgency	187
flare	187
Disassociation	187
sternum pain	187
overdid it	186
Stabbing pain	185
Swollen hands	185
Irritable bowel syndrome	185
Skin sensitive to touch	185
Sleep procrastination	184
Dry throat	184
Bleeding	184
Ankle issues	183
left arm pain	182
Poor immune response	182
coughing	181
vision	181
Unable to leave my room due to depression	180
hypotension	179
Dizzy	179
Stiff hands	179
poor memory	179
Thigh tingling	179
feeling faint	178
Shoulder tingling	178
Gut pain	177
Anemia	177
Inability to focus	177
sinus headache	177
Dark circles under the eyes	177
Arm joint pain	176
Headache or migraine	176
Sore breasts	175
Acute pain	175
slurred speech	174
Itching skin	174
Burping	174
Anal itching	173
stigmastis	172
Talking tiring 	172
Limping	172
Trouble falling asleep	171
Photophobia	171
PMS	171
physical discomfort	171
muscle aches	171
Light headedness 	170
Brain zap	170
diarrhea 	170
Acute injury of last week from mammogram	169
irritated skin	168
e - travels	168
Hypersensitive skin	167
dandruff	167
soreness	166
cataplexy	165
Tingling in feet	164
Widespread Bone Pain	164
Nap Count	163
Sore - Left Big Toe Joint	163
Bleeding gums	162
Nail biting	162
Facial rash	162
Itch	162
Incontinence	162
migraine other	161
Burning Tongue	160
Lower abdominal pain	160
Muscle stiffness	160
Stool color & texture changes	160
Difficulty defecating	159
Thigh Pain	159
Unable to follow a storyline	157
Urge to self-harm	157
canker sores	157
Moody	157
inflammation 	155
Trouble regulating body temp	154
Disorientation	153
Muscle tremors	153
Genital Ulcers	152
Dislocation	151
Cough/ cold/ flu	151
occipital neuralgia	151
DOMS	150
Compulsions	150
Back pain 	150
tongue sores	150
Back stiffness	149
Migralepsy	149
Face pain	148
Facial numbness	148
Faintness	148
Restricting	147
Red spots on the skin	147
Difficulty thinking	146
POTS	146
Feverish	146
excessive thirst	146
Joint redness	145
dropping things	145
Tightness	145
biting nails	145
myalgia	144
Menstrual migraine	144
Right Elbow Ache	144
Hiccups	144
Migraine 	144
biting skin	143
Obsessions	143
Hypersexuality	143
Right thumb pain	143
migraine pain	143
vision problems	143
neck stiffness	142
depression 	142
Face rash	141
Racing Heart	141
sore eyes	141
neuropathic pain	139
Numbness on legs	138
Mental fatigue (fog)	138
difficulty speaking	137
slowness of walking	137
Red bumps on feet	137
Hypersomnia	137
Poor mobility	137
Moodiness	137
Dizziness 	137
Floaters	136
Vaginal itching	135
Machiavellianism	135
Clogged ears	134
Nihilistic	133
Gender dysphoria	133
Blood in urine	132
tendonitis	132
Kidney Pain	132
Burning muscles	132
Lightheadedness 	132
Pain after eating	132
Vaginal discharge	132
fatique	131
Disequilibrium	131
Early Satiety	131
Trouble concentrating	131
Body dysmorphia or poor body image	131
Buttock pain	130
Foot Pain 	129
Spasticity	129
right foot cramp	129
Phobias	129
Legs Tingling	129
Low Salt (itchy gums, cranky, sore muscles)	127
breathing	127
Adrenaline effects	126
Calf pain	126
Dry cough	125
Unable to make decisions	124
Dysmotility	124
No appetite	124
tired	123
unsteady gait due to broken ankles	123
Tingling face	123
trouble swallowing	122
irritable	122
sensitive skin	122
tactile sensitivity	121
sinus pressure	121
Cold fingers	120
Operative-left-shoulder pain	120
Painsomnia	120
throat pain	119
aches	119
plantar fasciitis	118
teeth hurting	118
Heart pounding	118
flu like symptoms	118
hypervigilance	118
Sensitivity to touch	118
increased rate of speech	117
Rapid heatbeat	117
Focus	117
Vulvar Pain	116
feeling cold	116
Burning urination	116
Overeating	115
Bloody nose	115
Sciatic Pain	114
Warm	114
sensory sensitivity	114
finger joint pain	114
High heart rate	113
blood sugar	112
right leg weakness	111
Shooting pain in legs	111
Neck papule	111
Dreams	110
Tummy ache	110
Skin Problems	109
Facial flushing	109
stimming	109
hand numbness	108
Nose sores	108
Tunnel vision	108
Outbreak	108
Mid back pain	108
feeling unwell	107
High libido	106
spinal pain	106
increased urination	106
Spine pain	106
Itchy Nose	106
e - floating	105
Microsleep	105
Pounding heart	105
Exceptionally sad	105
Sore tongue	105
Nasal Swelling	104
Visual Disturbances	104
Temperature	103
Delusions	103
Bruising	103
swallowing difficulty	103
death cramps	103
Focus Problems	102
head fog	102
random pain	102
head aches	102
Lack of mental clarity	101
secrecy	101
Scleritis	101
Arm weakness	101
Heavy periods	100
Perseveration	100
e - cliffbed	100
Physical Tiredness	100
eye discomfort	100
Presyncope	100
flank pain	100
Colon Pain	100
knuckle pain	100
Vein Pain	99
Disorganized Speech	99
Nap Length	99
Itchy Legs	99
Feeling out of control or overwhelmed	99
Itchy ears	98
Painful intercourse	98
forgetting words	98
Hours Leisure	98
Wake Time	98
Watery eye	98
Absence Seizure	98
hot joints	97
Poor sleep quality	97
Bedtime	97
Neuro	97
Weight	97
full body flare	97
Depressive thoughts	97
Stiff Joints	97
Anaphylaxis	96
Ear issues	96
left arm arm pain	96
Nosebleed	96
Avoidance	96
Stomach Pain/GERD	96
Bedbound	96
Impaired Concentration	96
Tightness of Neck	96
Exhausion	96
Stuttering	96
back burning	96
Teigeminal Nerve Pain	96
Dry Hands	96
labored breathing	96
depersonalization	96
Dry nose and throat	96
Pain Scale	95
Seeing flashes	95
PAC 	95
Ringing of Ears	95
Ears Ringing	95
Over Stimulation	95
Tightness of Jaw	95
Ability to Climb Stairs	95
trapezius pain	94
Respiratory symptoms	94
Ability to Walk	94
Frothy Sputum	94
Ear ringing	94
burning	94
neck pain 	94
Inability to regulate temperature	93
Word Loss	93
Neglecting oneself	93
itchy scalp	93
digestive issues	93
ringing ears	93
Cold sensitivity	92
upper abdominal pain	92
Discomfort	92
face burning	92
Joint Inflammation	92
Burning in left foot	92
Missed menstrual period	92
Speech stuttering	91
Itchy Back	91
tingling feet	91
aching legs	91
Morning grogginess	91
SOD	91
Itchy throat	91
right side pain	91
Labile mood	91
lack of sleep	90
Depressed Mood	90
Scent Sensitivity	90
Flu like	90
right ankle flare	90
myoclonus	90
Paralysis	90
dissociation/derealization	90
left ankle flare	90
Feeling Full	90
Balance	89
oral ulcers	89
Left ankle pain 	89
Lungs	89
hypermobility	89
Pressure Headache	89
Sadness or teary	89
foot swelling	89
Narcissism	89
Eating junk	88
Finger pain right 	88
Joint paint	88
abdominal swelling	88
Compulsive behaviour	88
Sadism	88
Leg numbness	88
Severe pain	88
Eating meals	88
Thumb pain right	87
Face - burning	87
Left Elbow 	87
Daytime temperature fluctuations 	87
Right Elbow 	87
sharp head pain	87
pain 	87
Finger pain left	87
Tears or weeping	86
Pleurisy	86
Unwanted Thoughts	86
Anxious cough	86
anxiety or low mood	86
muscle tightness	86
thrush	86
sickness	86
Mobility	86
Skin discolouration	86
Thumb pain left	86
Aches and pains	85
wind pain	85
numbness in feet	84
suicidality	84
Sensory Sensisivity	84
Trembling	83
Lack of Consentration	83
Tooth sensitivity	83
Blackouts	83
Urinary Hesitation	83
water retention	83
Dark vision right eye after sleep 	83
Stomache ache	82
Strength	82
Yeast Infection	82
Appetite or binge eating	82
short of breath	82
facial spasm	82
Healthy sleep	81
need to pee	81
weeping angels	81
Numbness in arms	81
heart racing	81
Itchiness	81
Hand joint pain	81
atonic seizure	81
impatience	81
hormonal mood swing	81
Canker sore	80
abdominal pain 	80
Weeping	80
stutter	80
Urinary Pain	79
sleep attack	79
Tinitus	79
bruises	79
Nocturnal Emissions	78
Heavy legs	78
belching	78
Hands Numb	78
burning mouth	78
Seton Drain	77
e - cotton body	77
Increased thirst	77
Grumpies	77
rabbit poo	76
unable to make a fist with right hand	76
Skin breakout	76
chest pain 	76
vulvodyna	76
Left side pain	76
Facial swelling	76
Numb Toes	75
Thirsty	75
right clavicle	75
Passed Out	75
Low blood sugar	75
negative thoughts	74
drain blockage	74
muscle fatigue morning	74
Dry lips	74
Tailbone Pain	74
constipation 	74
insomnia 	74
rigidity	74
e - alice in wonderland	74
loose stools	73
falling	73
Stomach acid	73
Metallic taste in the mouth	73
Urinary tract pain	72
Pain behind left knee 	72
hype	72
numb feet	71
Left eye twitch	71
Urine odor	71
Chapped lips	71
Sweaty hands	71
dry heaving	71
Pre-menstrual pain	71
Shin pain	70
numbness legs	70
tearful	70
achy legs	70
scalp pain	70
stressed	70
misophonia	70
Nauseau	70
Muscle Spasm	69
Swirling patterns	69
Outdoor temp	68
Weak smile	68
Shutdown	68
detoxing	68
transposing words and numbers	68
Dull pain	68
Night gas	68
No strenght	68
Urinary retention	68
Nighttime dyspepsia	68
Touch sensitivity	68
Inflamation of right wrist and hand	68
swelling in right hand and wrist	68
Skin redness	67
Pain after bowel movement	67
Hostility	67
Vulvodynia	67
Knee swelling	67
Cognitive dysfunction	67
Numbness or tingling sensation in the tongue	66
Weak legs	66
Dysphagia	66
tinnitus 	65
Neck/Upper Back Pain	65
Catastrophizing	65
hirsutism	65
bleeding in nail beds	65
numbness and tingling	65
non-healing state	65
Desire to eat sugar	65
Boils	65
cold or flu	65
Bad taste in the mouth	65
face pain deep	65
Painful gums	64
Gay Thoughts	64
asthma attacks	64
physical anxiety	64
burning sensation 	64
Magical thinking	64
rectal/vaginal burning	64
Meltdown	64
Left Eye Pain	63
Activity Level	63
Blacking out	63
Asthma attack	63
shaky	63
Discomfort breathing	63
Pressure Pain	63
Wrist Stiffness	62
Burning pain	62
sore skin	62
foggy brain	62
Bloating 	62
pulled muscles	62
gassy	62
endometriosis-type pain	62
Stimmy	62
All over pain	62
Dermatitis	62
Biting fingertips	62
Lag	62
smelly hands	62
eye socket ache	61
Fuzzy head	61
Overstimulated	61
Agoraphobia	61
Malar rash	61
sudden dry throat	61
left shoulder blade muscle 	61
Lump in throat	61
Tender points	61
can't keep eyes open	61
Off balance 	61
Ankle Swelling	61
woken by dry throat last night	61
Inertia (can't stop)	60
other abdominal pain	60
Self harm urges	60
eyebrow playing	60
Issue with Evra/	60
stiffness or pain in right shoulder	60
Ear pressure	60
Spot Severity	60
soles of feet sore	60
Tailbone Area Pain	60
pain in joints	60
achy joints	60
Plurality	60
pain in right bicep	60
deja vu	60
cold symptoms	60
Auditory sensitivity	60
numb legs	60
Inertia (can't start)	60
Nonverbal	59
Twitching	59
salt craving	59
Limbs falling asleep	59
Distracted	59
Feel cold all over	59
Difficulty winding down	59
Slept Badly	59
lack of taste	59
Pain during sex	59
myoclonic jerking	59
memory	59
Disturbed / light sleep	59
Tenderness	58
sun sensitivity	58
Lightheaded	58
Cloudy urine	58
Tailbone swol/pain	58
Exertional Shortness of Breath	58
day sweats	58
Shortness of breath at rest	58
Feeling trapped	58
Humming noise	58
Frequency in urination	58
Feeling swollen	57
Mastalgia	57
all over joint pain	57
Overstimulation	57
Dizzy / motion sickness	57
rash or hives	57
Dark Day	57
Tennis Elbow	57
skin lesions	57
Happy	56
LS	56
Dystonia	56
migraine with aura	56
sleep deprivation	56
Stinging while peeing	56
Bunion Pain	56
sweating 	56
head rushes	56
Picking at fingernails	56
waking up at 4-5 am	56
Bloody stool	56
Pain in upper right abdomen	56
left thumb pain	56
Purging	56
tingling in hands	56
Depression attack	56
odd abdominal pain 	56
Red streaks on the skin	56
Lower abdomen dull 	56
Head ache	56
fixating thoughts	56
Bad breath	55
bladder pain 	55
Feeling daunted / overwhelmed	55
Jumpiness	55
Absence of speech	55
Eating too late	55
Bumps on tongue	55
Switching	55
rage	55
pain in centre upper abdomen	55
arm flare	55
leg stabbing pain	55
Out of Breath	55
"Lower abdomen ""razor blade"" pain"	55
Unusual behavior	55
Feeling stressed	55
Bothered by noise	55
Woke up exhausted	55
heart anxiety	55
Feeling nauseas	55
"Feeling ""heavy"""	55
stabbing back pain	55
Rushing	55
blood sugar crashes	55
muscle soreness 	55
Left arm numbness	55
Financial anxiety	55
low bp dizziness	54
overall body pain	54
mental anxiety	54
bladder issues	54
Trigger Finger (right)	54
Neck/shoulder pain	54
Neck Unevenness	54
lower back stabbing	54
purging 	54
Cyst pop	54
weakness/shakiness	54
"""Won't hold me up"""	54
def anal pain	54
Fibro pain	54
upper back stabbing pain	54
athletes foot/foot fungus	54
Clammy head	54
Eyes Down Day	54
extreme fatigue	54
Swollen tongue	53
nerve tension	53
nap	53
Lumbar Pain	53
Feeling Cold All the time	53
Tiredness (worst during the day)	53
pins and needles in feet	53
blood sugar crash	53
Alertness (best during the day)	53
tingling in cheeks	53
PMS or weakness affecting training	53
Brittle nails	53
Warts	53
Chorea	53
infection	53
lower back sore	53
brainfog	52
upper back sore	52
Mood high	52
left leg burning	52
Cognitive problems (consentration, memory, brain fog, finding words)	52
carry excess weight instomach	52
T.M.J pain	52
neck spasms 	52
Acanthosis Nigricans	52
Distorted body image	52
The Stuck	52
Joint Pain and Stiffness	52
Wind	52
leg soreness	52
throbbing in leg 	52
Vitamin D deficiency	52
Arthritic pain	51
irritability 	51
Hair 	51
appetite loss	51
Neck and Back Pain	51
ulcers	51
Reflux 	51
difficulty focusing 	51
swollen left hip	51
Body image	51
Broken skin	51
Knee stiffness	51
Red face	51
feet turning red	51
cant get out of bed	51
hot at night	51
electrical current feeling 	51
Fluid in knee	51
excessive discharge	51
Buzzing	51
feet blue	50
dumb stomach ache	50
chest stabbing pain	50
muscle joint pain	50
Knees hot/swelling	50
Feeling overly excited & stimulated 	50
Tingling fingers	50
hemorrhoid pain	50
Right Foot Turning Inward	50
cold intolerance 	50
Left Hand Numbness	50
Earache L	50
Pain during urination &/or bowel movements	50
Numbness face	49
Limb pain	49
Not Able to Lift Feet	49
Shoulder stiffness	49
Epstein Barr	49
Chest congestion	49
teeth pain	49
restless sleep	49
Rapid cycling	49
right pinky	49
Stiff Back	49
Stomach upset	49
Buzz in head	49
Weepy	48
Feel feverish	48
Chronic widespread pain	48
Earache R	48
quivering	48
Ovary/left flank pain	48
Disorganized Behavior	48
mouth pain	48
Whole body pain	48
heart burn	48
Tremoring	48
Swollen face	47
bloody discharge	47
Sinus infection	47
thumb picking	47
muscle fatigue evening	47
knee pain 	47
headaches 	47
feelings of worthlessness	47
arm numbness	47
Trigger Points	47
severely dry mouth	47
Sensitivity to light	47
pain all over	47
Stiff Fingers	46
Irregular Periods	46
shivering	46
Angioedema	46
Bowel cramps	46
low body temperature	46
Pyoderma Gangrenosum	46
Emotional disorder	46
craving salt	46
Right shoulder and shoulderblade pain	46
Foot cramp	46
extreme thirst	45
Visual snow	45
bumps on face	45
electric shocks	45
very hungry	45
Right Shoulder Pain 	45
fibro pain hands	45
pa	45
pain after sex	45
feel like i'm starving	45
Nystagmus	45
Abdominal spasm	45
Ticcy	45
Specific Pain	45
fibro pain hips	45
Gout	45
Hyperventilation	45
throat sticking	44
Watery Eyes	44
Fullness	44
fall	44
near faint	44
Skin itching	44
Auras	44
tight throat 	44
thumping in ear	44
eye irritation	44
Arousal	44
Anxious	44
tummy muscle pain	44
Congested	43
rubberband finger	43
Altered gait	43
Tender breasts	43
colace	43
tremblements	43
Migraine aura or prodrome	43
Disorganized	43
tendon pain	43
Low muscle tone	43
Cognitive compromise	43
muddling words	43
Auditory hallucinations	42
Facial grimacing	42
passing out	42
spasms	42
leg fizzing/ache	42
Excessive yawning	42
sublaxation	42
balance problems	42
Blisters	42
Adrenal Pain	42
Osteoarthritis	42
bawling	42
Unhelpful sleep	42
Canceled social event 	42
cracked corners of mouth	41
wet sensation	41
shoulder crunching	41
crepitus 	41
concussion feeling	41
INR - high	41
Pain - Shoulder	41
foot cramps	41
Legs numb	41
Psychomotor slowing	41
Intercostal Rib Pain	41
pride	41
sharp pain in right knee	41
hair pulling	41
thumb pain	41
High blood sugar	41
INR - low	41
left hip and pain down leg	41
sore veins	41
Word swapping	41
Trouble Eating	41
sleeping more	41
pain in small joints	41
Bad Dreams	40
Upset tummy	40
Painful evacuation	40
Obsessive Thoughts	40
Fever 99.6-100.2	40
Dizzines	40
Belly bloat	40
Grinding Teeth	40
Fever 100.3+	40
cystic acne	40
Sore feet	40
Left Knee Pain 	40
Unmotivated	39
Swelling - hands and or fingers	39
Lower pain	39
restless	39
tingling lips	39
skin irritation	39
liver pain	39
esophageal spasms	39
test	39
Swelling - feet and or ankles	39
Gallbladder pain	39
poor grip strength	39
Gastritis	39
pain on left side of stomach	39
over heating	39
pain with BM	39
ataxia	39
Pass Out Fatigue	39
no sleep at all	39
Difficulty concentrating or overwhelmed	38
stiff jaw	38
Cramp in left hand/arm	38
Sads	38
sunburn	38
Vaginal dryness	38
nervous	38
Metallic taste	38
irritation on hands	38
muscle and joint pain	38
Tender Lymph nodes	38
chapped hands	38
Chronic Uticaria	38
Arch Pain	38
Hoarseness	38
Bum irritation	38
arm spasm	38
Swollen nose	38
cold sore (erupted from skin)	38
no relief from meds	38
allodynie	38
cold sore (no pustules)	38
emotional reactivity	38
hopelessness	37
eye pressure	37
Leg heaviness	37
Excess eating	37
over	37
Numbness fingertoes	37
Deep Painful Acne	37
Back spasms	37
dancing	37
Tumor Pain	37
Cold feet and hands	37
general malaise	37
Throat Tightness	37
back of scalp itchy	37
Feeling hopeless or worthless	37
Loss of interest in usual activities	37
vaginal lesions	37
Cravings	37
urine retention	37
hoofdpijn	37
Tight chest	37
Pain after evacuation	37
unhelpful thoughts	37
Vaginal odor	37
Right cheek flushing	36
cold/flu	36
Heavy eyes / head	36
Muscle/Body/Skin Pain	36
Dry eyes and mouth 	36
eyelash pulling	36
numbness in face	36
neck ache	36
Leg muscle weakness	36
Frequent Elimination (defecation)	36
weakness hands	36
heavy body	36
wegvallen	35
